class,tweet,CHARACTER_COMBINATION,CHARACTER_MASKING,CHARACTER_SPLITTING,CHARACTER_SUBSTITUTION,CHARACTER_SWAPPING,WORD_ABBREVIATION,WORD_HOMOPHONE_SUB,WORD_LANG_SWITCH,WORD_NOISE,WORD_SPLITTING
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text bad the keyword PICSFREE1 to get the next video.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Your riext arria7_irig xxx PICSFREE1 vicleo vvill be serit to you erijoy! If orie vicl is riot eriough for 2clay text bac1< the 1<eyvvorcl PICSFREE1 to get the riext vicleo.,Yομr ηeχτ αnnα21ηg χχχ PICSFREE1 v1cleο ω111 βe seητ το yομ eηjοy! If οηe v1cl 1s ηοτ eηομgh fοr 2clαy τeχτ βα(l< τhe l<eyωοrcl PICSFREE1 το geτ τhe ηeχτ v1cleο.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscnbed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribecl to the best Mobile Coriterit Service iri the U1< for å£3 per teri clays uritil you sericl STOP to 83435. 1-1elplirie 08706091795.,U αre sμβs(r1βecl το τhe βesτ Mοβ11e Cοητeητ Serv1(e 1η τhe UK fοr å£3 ρer τeη clαys μητ11 yομ seηcl STOP το 83435. He1ρ11ηe 08706091795.,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Firicl out about your love life riovv! TRY 3 FOR FREE! Text C1-1ANCE to 85555 16 orily! After 3 Free, Msgs å£1.50 each","3 FREE TΑROT TEXTS! F1ηcl ομτ αβομτ yομr 1οve 11fe ηοω! TRY 3 FOR FREE! Teχτ CHΑNCE το 85555 16 οη1y! Αfτer 3 Free, Msgs å£1.50 eα(h","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's homiest Dogging service and u can have sex 2mte!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Joiri the U1<'s horriiest 1)oggirig service aricl u cari have sex 2riite!. Just sigri up aricl follovv the iristructioris. Txt ENTRY to 69888 riovv! Nyt.EC2A.31_P.rrisg@150p,Jο1η τhe UK's hοrη1esτ Dοgg1ηg serv1(e αηcl μ (αη hαve seχ 2η1τe!. Jμsτ s1gη μρ αηcl fο11οω τhe 1ηsτrμ(τ1οηs. Tχτ ENTRY το 69888 ηοω! Nyτ.EC2Α.3LP.nnsg@150ρ,Join the UK's horniest Dogging service and u can have sxe 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have s 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have seks 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,"Join the UK's horniest Dogging service and u can have s,,e,x 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p",Join the UK's horniest Dogging service and u can have s ex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,SunsHne Quiz Wkly Q! Win a top Sony DVD player if u know wHch country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Surishirie Qui7_ VV1<ly Q! VViri a top Soriy 1)V1) player if u 1<riovv vvhich couritry 1_iverpool playecl iri rriicl vvee1<? Txt arisr to 82277. å£1.50 SP:Tyrorie,Sμηsh1ηe Qμ12 Wl<1y Q! W1η α τορ Sοηy DVD ρ1αyer 1f μ l<ηοω ωh1(h (ομητry L1verροο1 ρ1αyecl 1η nn1cl ωeel<? Tχτ αηsr το 82277. å£1.50 SP:Tyrοηe,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,Knod Knod Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,1<rioc1< 1<rioc1< Txt vvhose there to 80082 to eriter r vvee1<ly clravv 4 a å£250 gift voucher 4 a store of yr choice. T&Cs vvvvvv.t1<ls.corri age16 to stoptxtstopå£1.50/vvee1<,Kηο(l< Kηο(l< Tχτ ωhοse τhere το 80082 το eητer r ωeel<1y clrαω 4 α å£250 g1fτ vομ(her 4 α sτοre οf yr (hο1(e. T&Cs ωωω.τl<1s.(οnn αge16 το sτορτχτsτορå£1.50/ωeel<,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - tHs is your Mailbox Messaging SMS alert. You have 40 matches. Please call bad on 09056242159 to retneve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forvvarclecl frorri 21870000>1-1i - this is your Mailbox Messagirig SMS alert. You have 40 rriatches. Please call bac1< ori 09056242159 to retrieve your rriessages aricl rriatches cc100p/rriiri,<Fοrωαrclecl frοnn 21870000>H1 - τh1s 1s yομr Mα11βοχ Messαg1ηg SMS α1erτ. Yομ hαve 40 nnατ(hes. P1eαse (α11 βα(l< οη 09056242159 το reτr1eve yομr nnessαges αηcl nnατ(hes ((100ρ/nn1η,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \PO1_YS\"" to 87131. Theri every vvee1< get a rievv torie. 0870737910216yrs orily å£1.50/vv1<.""","FREE RING TONE jμsτ τeχτ \POLYS\"" το 87131. Theη every ωeel< geτ α ηeω τοηe. 0870737910216yrs οη1y å£1.50/ωl<.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""","FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk."""
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Pnze on 02/06/03! THs is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your rriobile No 077xxx VVON a å£2,000 13orius Caller Pri7_e ori 02/06/03! This is the 2ricl atterript to reach YOU! Call 09066362206 ASAP! 13OX97N7QP, 150pprri","URGENT! Yομr nnοβ11e Nο 077χχχ WON α å£2,000 Bοημs Cα11er Pr12e οη 02/06/03! Th1s 1s τhe 2ηcl αττennρτ το reα(h YOU! Cα11 09066362206 ΑSΑP! BOX97N7QP, 150ρρnn","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 pnze! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guarariteecl the latest No1<ia Phorie, a 40G13 iPocl MP3 player or a å£500 pri7_e! Txt vvorcl: CO1_1_ECT to No: 83355! I131-1ltcl 1_clriVV151-1 150p/Mtrrisgrcvcl18","Yομ αre gμαrαητeecl τhe 1ατesτ Nοl<1α Phοηe, α 40GB 1Pοcl MP3 ρ1αyer οr α å£500 ρr12e! Tχτ ωοrcl: COLLECT το Nο: 83355! IBH1τcl LclηW15H 150ρ/Mτnnsgr(vcl18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","1-1ello clarlirig hovv are you toclay? I vvoulcl love to have a chat, vvhy clorit you tell rrie vvhat you loo1< li1<e aricl vvhat you are iri to sexy?","He11ο clαr11ηg hοω αre yομ τοclαy? I ωομ1cl 1οve το hαve α (hατ, ωhy clοητ yομ τe11 nne ωhατ yομ 1οοl< 11l<e αηcl ωhατ yομ αre 1η το seχy?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sxey?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sy?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to seksy?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to s,,e,xy?","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to s exy?"
